flight_id,date,carrier,origin,dest,sched_dep_local,dep_hour,predicted_delay_min,predicted_delay_bucket,actual_delay_bucket,dep_delay_min,delay_risk,risk_threshold_used,prob_on_time,prob_15_30_min,prob_30_60_min,prob_60_90_min,prob_90plus_min,prev_arr_delay_min,inbound_delay_after_buffer_min,had_late_inbound,tight_turnaround,turnaround_buffer_min,weather_severity_score,snowfall_cm,precip_mm,wind_gust_kmh,is_fog_code,is_thunderstorm_code,origin_recent_delay_rate,carrier_recent_delay_rate,route_recent_delay_rate,is_evening_bank,origin_hour_congestion_pctile,date_ordinal
2015-01-11_EV5939,2015-01-11,EV,ORD,SAV,13:30,13,7.1,0,0,-5.0,0.2186,0.82,0.7814,0.0471,0.0937,0.0168,0.061,-8.0,,0,0,,0.798,0.0,0.0,26.6,0,0,0.24,0.26,0.7692307692307693,0,0.916619771149878,6
2015-01-11_OO5166,2015-01-11,OO,DEN,BIS,14:25,14,5.0,0,0,6.0,0.2185,0.82,0.7815,0.0398,0.1028,0.0432,0.0328,7.0,,0,0,,0.325,0.07,0.0,5.0,0,0,0.2,0.23,0.4090909090909091,0,0.28854112778065183,6
2015-01-11_OO5436,2015-01-11,OO,ORD,DLH,13:15,13,6.4,0,0,-7.0,0.2184,0.82,0.7816,0.0526,0.122,0.0041,0.0396,-19.0,0.0,0,0,93.0,0.798,0.0,0.0,26.6,0,0,0.16,0.24,0.3157894736842105,0,0.916619771149878,6
2015-01-11_AA313,2015-01-11,AA,DEN,DFW,12:10,12,4.6,0,0,9.0,0.2183,0.82,0.7817,0.0748,0.0901,0.0245,0.0289,15.0,,1,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.32,0.29,0.34,0,0.5565183652353854,6
2015-01-10_OO6538,2015-01-10,OO,DEN,IDA,18:46,18,5.3,0,0,4.0,0.2182,0.82,0.7818,0.0882,0.061,0.0086,0.0604,-14.0,,0,0,,0.45299999999999996,0.0,0.0,15.1,0,0,0.24,0.27,0.5833333333333334,1,0.4905587170201759,5
2015-01-11_EV6079,2015-01-11,EV,ORD,SBN,15:08,15,5.6,0,0,-4.0,0.218,0.82,0.782,0.1308,0.0522,0.0097,0.0253,-14.0,0.0,0,0,211.0,0.6599999999999999,0.0,0.0,22.0,0,0,0.24,0.26,0.391304347826087,0,0.6468767585818795,6
2015-01-11_EV3933,2015-01-11,EV,DEN,CLE,14:24,14,4.7,0,0,-5.0,0.2178,0.82,0.7822,0.0344,0.1332,0.0305,0.0196,8.0,0.0,0,0,134.0,0.325,0.07,0.0,5.0,0,0,0.22,0.27,0.35714285714285715,0,0.28854112778065183,6
2015-01-11_AA390,2015-01-11,AA,ORD,RDU,14:55,14,6.6,0,0,-1.0,0.2175,0.82,0.7825,0.0736,0.1183,0.0108,0.0148,14.0,0.0,0,0,242.0,0.7769999999999999,0.0,0.0,25.9,0,0,0.26,0.22,0.5833333333333334,0,0.10307634590133183,6
2015-01-10_F9757,2015-01-10,F9,DEN,PHX,20:10,20,4.5,0,0,1.0,0.2169,0.82,0.7831,0.096,0.0728,0.035,0.0131,-3.0,0.0,0,0,147.0,0.519,0.0,0.0,17.3,0,0,0.16,0.36,0.26,1,0.11174340403517848,5
2015-01-10_EV6166,2015-01-10,EV,ORD,MLI,14:50,14,4.8,0,0,11.0,0.2169,0.82,0.7831,0.0687,0.0955,0.0176,0.0351,2.0,0.0,0,0,167.0,1.101,0.0,0.0,36.7,0,0,0.32,0.32,0.46875,0,0.027762145938848248,5
2015-01-11_OO5447,2015-01-11,OO,ORD,MKE,09:00,9,4.7,0,0,0.0,0.2166,0.82,0.7834,0.0902,0.0692,0.0191,0.0381,16.0,,1,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.29,0.36,0,0.7106546614143688,6
2015-01-11_OO5432,2015-01-11,OO,ORD,MBS,13:15,13,6.4,0,0,-4.0,0.2165,0.82,0.7835,0.0533,0.096,0.0048,0.0624,-18.0,0.0,0,0,59.0,0.798,0.0,0.0,26.6,0,0,0.16,0.24,0.48,0,0.916619771149878,6
2015-01-11_US1999,2015-01-11,US,ORD,CLT,12:15,12,3.4,0,0,1.0,0.2165,0.82,0.7835,0.0855,0.0867,0.0101,0.0343,0.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.16,0.21,0.34,0,0.30547739636090787,6
2015-01-11_WN4655,2015-01-11,WN,DEN,SJC,12:10,12,5.5,0,0,0.0,0.2163,0.82,0.7837,0.1209,0.0449,0.0245,0.0261,5.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.32,0.15,0.28125,0,0.5565183652353854,6
2015-01-11_EV5953,2015-01-11,EV,ORD,CID,12:00,12,4.9,0,0,-7.0,0.2162,0.82,0.7838,0.0829,0.0586,0.0201,0.0547,-8.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.18,0.24,0.48,0,0.30547739636090787,6
2015-01-11_EV4273,2015-01-11,EV,ORD,MCI,10:00,10,4.8,0,0,-7.0,0.2159,0.82,0.7841,0.0807,0.0904,0.0093,0.0354,-10.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.14,0.2,0.6976744186046512,0,0.21403113862314763,6
2015-01-11_EV6122,2015-01-11,EV,ORD,ATW,09:45,9,4.7,0,0,-7.0,0.2156,0.82,0.7844,0.1212,0.0493,0.0118,0.0334,-2.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.2,0.5217391304347826,0,0.7106546614143688,6
2015-01-11_F9122,2015-01-11,F9,DEN,DFW,14:55,14,4.5,0,0,-9.0,0.2156,0.82,0.7844,0.0742,0.0666,0.0183,0.0565,0.0,,0,0,,0.325,0.07,0.0,5.0,0,0,0.26,0.31,0.32,0,0.28854112778065183,6
2015-01-11_OO5396,2015-01-11,OO,ORD,SPI,11:39,11,5.0,0,1,29.0,0.2153,0.82,0.7847,0.0652,0.0767,0.0239,0.0495,-12.0,0.0,0,0,108.0,0.735,0.0,0.0,24.5,0,0,0.14,0.28,0.3888888888888889,0,0.17792159069592947,6
2015-01-11_WN4278,2015-01-11,WN,DEN,MSP,10:05,10,5.5,0,0,0.0,0.2151,0.82,0.7849,0.1185,0.0253,0.0511,0.0202,51.0,,1,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.16,0.19,0.32,0,0.6835230212105535,6
2015-01-11_UA1596,2015-01-11,UA,DEN,DCA,09:56,9,3.8,0,0,6.0,0.2151,0.82,0.7849,0.1355,0.0391,0.0094,0.0311,9.0,,0,0,,0.5069999999999999,0.0,0.0,16.9,0,0,0.12,0.34,0.36,0,0.13954992240041386,6
2015-01-11_DL1717,2015-01-11,DL,ORD,MSP,17:19,17,6.1,0,3,84.0,0.2149,0.82,0.7851,0.0609,0.0293,0.0748,0.0499,11.0,,0,0,,0.582,0.0,0.0,19.4,0,0,0.46,0.18,0.4,1,0.6072969424123054,6
2015-01-11_AA1551,2015-01-11,AA,ORD,BOS,10:15,10,5.3,0,0,-7.0,0.2147,0.82,0.7853,0.088,0.0643,0.0104,0.052,-25.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.1,0.35,0.68,0,0.21403113862314763,6
2015-01-11_NK425,2015-01-11,NK,ORD,FLL,17:32,17,7.0,0,0,10.0,0.2146,0.82,0.7854,0.0798,0.0814,0.0135,0.0398,-19.0,0.0,0,0,450.0,0.582,0.0,0.0,19.4,0,0,0.5,0.43,0.42,1,0.6072969424123054,6
2015-01-11_EV5673,2015-01-11,EV,ORD,LNK,17:07,17,7.0,0,0,-1.0,0.2144,0.82,0.7856,0.1009,0.086,0.0197,0.0078,-14.0,0.0,0,0,185.0,0.582,0.0,0.0,19.4,0,0,0.38,0.27,0.5,1,0.6072969424123054,6
2015-01-11_F9712,2015-01-11,F9,DEN,RSW,23:55,23,3.9,0,0,-12.0,0.2142,0.82,0.7858,0.109,0.0915,0.007,0.0067,2.0,0.0,0,0,382.0,0.594,0.0,0.0,19.8,0,0,0.28,0.36,0.23076923076923078,0,0.01720124159337817,6
2015-01-11_NK121,2015-01-11,NK,ORD,RSW,08:35,8,4.5,0,0,0.0,0.2141,0.82,0.7859,0.072,0.0941,0.0166,0.0314,15.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.51,0.5714285714285714,0,0.49305946351528795,6
2015-01-11_AA111,2015-01-11,AA,ORD,SNA,17:20,17,6.9,0,1,17.0,0.2141,0.82,0.7859,0.13,0.0386,0.0193,0.0261,-23.0,0.0,0,0,378.0,0.582,0.0,0.0,19.4,0,0,0.44,0.16,0.4,1,0.6072969424123054,6
2015-01-10_OO6516,2015-01-10,OO,DEN,FCA,18:50,18,5.3,0,1,27.0,0.2139,0.82,0.7861,0.1214,0.0472,0.0128,0.0324,0.0,0.0,0,0,231.0,0.45299999999999996,0.0,0.0,15.1,0,0,0.24,0.27,,1,0.4905587170201759,5
2015-01-11_F9718,2015-01-11,F9,DEN,DCA,11:30,11,4.1,0,0,-5.0,0.2137,0.82,0.7863,0.0881,0.0762,0.0276,0.0218,16.0,0.0,1,0,379.0,0.378,0.0,0.0,12.6,0,0,0.38,0.32,0.34615384615384615,0,0.6835230212105535,6
2015-01-11_EV4244,2015-01-11,EV,DEN,OKC,13:21,13,4.7,0,0,-7.0,0.2136,0.82,0.7864,0.0268,0.1746,0.003,0.0092,-13.0,0.0,0,0,121.0,0.358,0.07,0.0,6.1,0,0,0.18,0.25,0.2777777777777778,0,0.20382824624935333,6
2015-01-11_UA1037,2015-01-11,UA,DEN,ORD,10:22,10,6.9,0,1,27.0,0.2133,0.82,0.7867,0.1107,0.0614,0.0181,0.0231,70.0,,1,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.2,0.29,0.48,0,0.6835230212105535,6
2015-01-10_WN3119,2015-01-10,WN,DEN,BWI,14:50,14,3.6,0,0,-6.0,0.2133,0.82,0.7867,0.1479,0.0272,0.0155,0.0227,-2.0,0.0,0,0,125.0,0.39,0.0,0.0,13.0,0,0,0.2,0.18,0.4074074074074074,0,0.11174340403517848,5
2015-01-11_OO6492,2015-01-11,OO,DEN,COD,18:45,18,7.8,0,0,-4.0,0.2132,0.82,0.7868,0.1156,0.0481,0.0221,0.0274,-7.0,0.0,0,0,359.0,0.174,0.0,0.0,5.8,0,0,0.6,0.29,,1,0.539187790998448,6
2015-01-11_EV5978,2015-01-11,EV,ORD,IND,09:16,9,5.7,0,0,-2.0,0.2131,0.82,0.7869,0.1039,0.0753,0.0115,0.0224,66.0,,1,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.2,0.5102040816326531,0,0.7106546614143688,6
2015-01-11_OO5595,2015-01-11,OO,DEN,AUS,12:45,12,4.7,0,4,111.0,0.2126,0.82,0.7874,0.082,0.065,0.0216,0.0439,0.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.16,0.25,0.48936170212765956,0,0.5565183652353854,6
2015-01-11_EV6110,2015-01-11,EV,ORD,MLI,09:45,9,4.6,0,1,16.0,0.2126,0.82,0.7874,0.0889,0.0833,0.0159,0.0246,-7.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.2,0.4166666666666667,0,0.7106546614143688,6
2015-01-11_F9657,2015-01-11,F9,DEN,SFO,08:00,8,2.9,0,0,-9.0,0.2126,0.82,0.7874,0.1315,0.0492,0.0171,0.0148,240.0,,1,0,,0.528,0.0,0.0,17.6,0,0,0.26,0.38,0.4,0,0.23706673564407657,6
2015-01-11_US481,2015-01-11,US,DEN,PHL,11:10,11,4.0,0,0,-6.0,0.2123,0.82,0.7877,0.0892,0.0833,0.0209,0.0189,26.0,,1,0,,0.378,0.0,0.0,12.6,0,0,0.28,0.22,0.40540540540540543,0,0.6835230212105535,6
2015-01-11_OO5657,2015-01-11,OO,DEN,SGF,10:07,10,4.5,0,0,5.0,0.2121,0.82,0.7879,0.0717,0.0403,0.0497,0.0504,0.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.22,0.25,0.375,0,0.6835230212105535,6
2015-01-11_OO5479,2015-01-11,OO,ORD,MBS,10:06,10,4.7,0,0,-6.0,0.2114,0.82,0.7886,0.0838,0.0775,0.0086,0.0415,2.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.1,0.25,0.5,0,0.21403113862314763,6
2015-01-11_OO6467,2015-01-11,OO,DEN,BZN,15:04,15,5.5,0,2,40.0,0.2114,0.82,0.7886,0.0821,0.0829,0.0121,0.0343,9.0,0.0,0,0,134.0,0.162,0.0,0.0,5.4,0,0,0.28,0.24,0.5,0,0.6117434040351785,6
2015-01-11_EV4215,2015-01-11,EV,ORD,ORF,09:00,9,5.1,0,0,-3.0,0.2112,0.82,0.7888,0.0969,0.0631,0.016,0.0352,12.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.12,0.2,0.6153846153846154,0,0.7106546614143688,6
2015-01-11_EV5981,2015-01-11,EV,ORD,GRB,09:47,9,4.9,0,0,6.0,0.2111,0.82,0.7889,0.1262,0.0438,0.0103,0.0308,3.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.14,0.2,0.5,0,0.7106546614143688,6
2015-01-11_F91066,2015-01-11,F9,DEN,ORD,14:50,14,5.4,0,0,-12.0,0.2099,0.82,0.7901,0.1113,0.0511,0.0205,0.027,32.0,,1,0,,0.325,0.07,0.0,5.0,0,0,0.24,0.32,0.5,0,0.28854112778065183,6
2015-01-11_AA328,2015-01-11,AA,DEN,DFW,05:30,5,2.6,0,0,-1.0,0.2096,0.82,0.7904,0.1313,0.0382,0.0071,0.033,0.0,,0,0,,0.474,0.0,0.0,15.8,0,0,0.24,0.46,0.34,0,0.0032333160889808587,6
2015-01-10_UA453,2015-01-10,UA,DEN,BOI,19:01,19,5.6,0,0,0.0,0.2095,0.82,0.7905,0.1173,0.0354,0.0191,0.0376,-25.0,,0,0,,0.444,0.0,0.0,14.8,0,0,0.22,0.41,0.42857142857142855,1,0.11174340403517848,5
2015-01-11_OO6378,2015-01-11,OO,ORD,MSN,08:30,8,4.1,0,0,-7.0,0.2095,0.82,0.7905,0.1041,0.0569,0.0158,0.0328,14.0,,0,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.29,0.44,0,0.49305946351528795,6
2015-01-11_OO6473,2015-01-11,OO,DEN,EUG,11:05,11,6.2,0,2,58.0,0.2095,0.82,0.7905,0.0611,0.0714,0.0286,0.0483,4.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.26,0.26,0.8181818181818182,0,0.6835230212105535,6
2015-01-10_UA1271,2015-01-10,UA,DEN,ORD,13:54,13,4.0,0,1,18.0,0.209,0.82,0.791,0.116,0.056,0.0084,0.0286,-2.0,,0,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.37,0.5,0,0.13954992240041386,5
2015-01-10_OO6219,2015-01-10,OO,DEN,COS,18:20,18,5.1,0,0,-2.0,0.2088,0.82,0.7912,0.1261,0.0203,0.0161,0.0462,5.0,0.0,0,0,288.0,0.45299999999999996,0.0,0.0,15.1,0,0,0.22,0.28,0.5128205128205128,1,0.4905587170201759,5
2015-01-11_OO5370,2015-01-11,OO,ORD,MBS,08:15,8,4.8,0,0,-7.0,0.2087,0.82,0.7913,0.0839,0.0789,0.0145,0.0314,52.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.12,0.29,0.5217391304347826,0,0.49305946351528795,6
2015-01-10_WN3960,2015-01-10,WN,DEN,MSP,14:05,14,3.6,0,0,-6.0,0.2085,0.82,0.7915,0.0901,0.0974,0.0055,0.0154,-13.0,0.0,0,0,265.0,0.39,0.0,0.0,13.0,0,0,0.28,0.2,0.32,0,0.11174340403517848,5
2015-01-11_OO6207,2015-01-11,OO,DEN,JAC,19:08,19,7.0,0,1,23.0,0.2081,0.82,0.7919,0.0766,0.0779,0.0222,0.0314,-11.0,,0,0,,0.183,0.0,0.0,6.1,0,0,0.56,0.34,0.5,1,0.9094671495085359,6
2015-01-11_EV4278,2015-01-11,EV,DEN,RAP,15:15,15,5.8,0,2,46.0,0.208,0.82,0.792,0.0595,0.1008,0.0145,0.0332,0.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.28,0.25,,0,0.6117434040351785,6
2015-01-11_EV4601,2015-01-11,EV,DEN,LBB,11:03,11,4.6,0,2,37.0,0.2078,0.82,0.7922,0.0693,0.0895,0.0147,0.0344,-13.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.22,0.21,0.4166666666666667,0,0.6835230212105535,6
2015-01-10_WN2876,2015-01-10,WN,DEN,ABQ,13:30,13,4.3,0,0,2.0,0.2076,0.82,0.7924,0.0809,0.0517,0.0231,0.052,-21.0,,0,0,,0.486,0.0,0.0,16.2,0,0,0.22,0.23,0.47619047619047616,0,0.13954992240041386,5
2015-01-11_UA1083,2015-01-11,UA,DEN,LAX,15:24,15,6.1,0,2,46.0,0.207,0.82,0.793,0.0671,0.0943,0.0132,0.0324,-8.0,0.0,0,0,331.0,0.162,0.0,0.0,5.4,0,0,0.34,0.28,0.34,0,0.6117434040351785,6
2015-01-11_MQ3392,2015-01-11,MQ,ORD,CLE,07:30,7,5.5,0,0,-4.0,0.2066,0.82,0.7934,0.0505,0.0726,0.0551,0.0285,0.0,,0,0,,0.7769999999999999,0.0,0.0,25.9,0,0,0.14,0.42,0.58,0,0.0535546801725755,6
2015-01-10_UA1139,2015-01-10,UA,DEN,PHX,19:09,19,5.5,0,0,0.0,0.2064,0.82,0.7936,0.1182,0.0644,0.0119,0.012,-13.0,0.0,0,0,255.0,0.444,0.0,0.0,14.8,0,0,0.22,0.41,0.28,1,0.11174340403517848,5
2015-01-11_OO6534,2015-01-11,OO,DEN,IDA,11:05,11,5.4,0,1,28.0,0.2063,0.82,0.7937,0.0785,0.0609,0.0275,0.0394,3.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.24,0.25,0.5384615384615384,0,0.6835230212105535,6
2015-01-11_EV4389,2015-01-11,EV,ORD,FSD,11:55,11,4.5,0,0,-7.0,0.2062,0.82,0.7938,0.1082,0.0388,0.0088,0.0504,-12.0,,0,0,,0.735,0.0,0.0,24.5,0,0,0.16,0.23,0.45,0,0.17792159069592947,6
2015-01-11_WN599,2015-01-11,WN,DEN,SDF,10:30,10,4.7,0,0,-1.0,0.206,0.82,0.794,0.1099,0.0372,0.0236,0.0353,0.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.24,0.19,0.6153846153846154,0,0.6835230212105535,6
2015-01-11_OO4986,2015-01-11,OO,ORD,BNA,13:45,13,6.8,0,0,1.0,0.2058,0.82,0.7942,0.1017,0.0634,0.0042,0.0364,-6.0,0.0,0,0,234.0,0.798,0.0,0.0,26.6,0,0,0.26,0.23,0.48,0,0.916619771149878,6
2015-01-11_F9757,2015-01-11,F9,DEN,PHX,20:10,20,4.7,0,0,-13.0,0.2053,0.82,0.7947,0.0763,0.0562,0.066,0.0067,-10.0,0.0,0,0,147.0,0.204,0.0,0.0,6.8,0,0,0.56,0.35,0.2,1,0.06660631143300569,6
2015-01-11_UA1220,2015-01-11,UA,DEN,PHL,10:02,10,5.0,0,2,30.0,0.2052,0.82,0.7948,0.0917,0.0583,0.0138,0.0415,-5.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.14,0.33,0.3888888888888889,0,0.6835230212105535,6
2015-01-11_UA746,2015-01-11,UA,DEN,LAX,11:21,11,6.1,0,1,22.0,0.2045,0.82,0.7955,0.0925,0.0663,0.011,0.0347,-33.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.32,0.28,0.36,0,0.6835230212105535,6
2015-01-11_EV3261,2015-01-11,EV,DEN,GRR,09:55,9,3.6,0,0,13.0,0.2045,0.82,0.7955,0.0585,0.0941,0.0085,0.0435,-6.0,,0,0,,0.5069999999999999,0.0,0.0,16.9,0,0,0.14,0.2,,0,0.13954992240041386,6
2015-01-11_UA303,2015-01-11,UA,DEN,LGA,10:21,10,5.1,0,0,1.0,0.2044,0.82,0.7956,0.0941,0.0347,0.0121,0.0636,-11.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.2,0.3,0.4782608695652174,0,0.6835230212105535,6
2015-01-11_WN2237,2015-01-11,WN,DEN,MDW,09:30,9,3.2,0,0,-5.0,0.2039,0.82,0.7961,0.0754,0.0713,0.0135,0.0436,0.0,,0,0,,0.5069999999999999,0.0,0.0,16.9,0,0,0.14,0.19,0.3673469387755102,0,0.13954992240041386,6
2015-01-11_AA1471,2015-01-11,AA,DEN,DFW,10:34,10,4.6,0,0,-5.0,0.2038,0.82,0.7962,0.053,0.1115,0.0142,0.0252,87.0,,1,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.24,0.35,0.34,0,0.6835230212105535,6
2015-01-11_EV4157,2015-01-11,EV,ORD,DTW,07:50,7,3.5,0,0,-4.0,0.2034,0.82,0.7966,0.0942,0.0668,0.0078,0.0346,29.0,,1,0,,0.7769999999999999,0.0,0.0,25.9,0,0,0.14,0.21,0.46,0,0.0535546801725755,6
2015-01-11_EV6116,2015-01-11,EV,DEN,MOT,12:30,12,4.1,0,0,5.0,0.2028,0.82,0.7972,0.0802,0.0695,0.0242,0.0288,-9.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.28,0.24,0.5,0,0.5565183652353854,6
2015-01-11_US1824,2015-01-11,US,DEN,CLT,12:15,12,3.3,0,0,-5.0,0.2022,0.82,0.7978,0.0182,0.1566,0.0119,0.0154,0.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.34,0.21,0.1935483870967742,0,0.5565183652353854,6
2015-01-10_OO5480,2015-01-10,OO,DEN,MLI,13:10,13,3.7,0,0,-4.0,0.201,0.82,0.799,0.058,0.0974,0.0108,0.0349,6.0,,0,0,,0.486,0.0,0.0,16.2,0,0,0.26,0.26,,0,0.13954992240041386,5
2015-01-11_UA781,2015-01-11,UA,DEN,LAX,10:08,10,5.3,0,0,1.0,0.2003,0.82,0.7997,0.0845,0.0373,0.0354,0.0431,9.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.22,0.33,0.4,0,0.6835230212105535,6
2015-01-11_OO5455,2015-01-11,OO,ORD,EAU,13:10,13,6.7,0,0,-3.0,0.2002,0.82,0.7998,0.046,0.0769,0.0142,0.0631,-6.0,0.0,0,0,143.0,0.798,0.0,0.0,26.6,0,0,0.12,0.24,0.5,0,0.916619771149878,6
2015-01-11_NK815,2015-01-11,NK,ORD,MSY,08:05,8,5.0,0,0,-1.0,0.1997,0.82,0.8003,0.0411,0.1173,0.0206,0.0207,99.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.16,0.51,0.5454545454545454,0,0.49305946351528795,6
2015-01-11_UA1747,2015-01-11,UA,ORD,MIA,08:55,8,5.0,0,0,-3.0,0.1996,0.82,0.8004,0.0621,0.1017,0.0125,0.0233,79.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.14,0.39,0.5,0,0.49305946351528795,6
2015-01-11_EV3946,2015-01-11,EV,ORD,MSN,13:10,13,6.7,0,0,-5.0,0.1996,0.82,0.8004,0.0577,0.0813,0.0277,0.0329,-17.0,0.0,0,0,64.0,0.798,0.0,0.0,26.6,0,0,0.12,0.24,0.4,0,0.916619771149878,6
2015-01-10_OO5450,2015-01-10,OO,DEN,LAR,12:57,12,3.6,0,0,1.0,0.1995,0.82,0.8005,0.0657,0.0682,0.018,0.0475,-2.0,,0,0,,0.54,0.0,0.0,18.0,0,0,0.28,0.29,0.3,0,0.33122090015519917,5
2015-01-11_OO5502,2015-01-11,OO,DEN,OMA,12:30,12,4.7,0,0,-1.0,0.1992,0.82,0.8008,0.0628,0.0871,0.0199,0.0293,-6.0,0.0,0,0,187.0,0.22799999999999998,0.0,0.0,7.6,0,0,0.32,0.24,0.4883720930232558,0,0.5565183652353854,6
2015-01-11_OO5450,2015-01-11,OO,DEN,LAR,12:57,12,4.6,0,0,-2.0,0.199,0.82,0.801,0.0353,0.125,0.0142,0.0244,-11.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.14,0.25,0.25,0,0.5565183652353854,6
2015-01-11_AA40,2015-01-11,AA,ORD,DCA,06:20,6,3.3,0,4,108.0,0.199,0.82,0.801,0.0918,0.0526,0.0363,0.0182,41.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.4,0.44,0.64,0,0.024385668730069407,6
2015-01-10_EV6024,2015-01-10,EV,DEN,OKC,16:00,16,4.5,0,0,-1.0,0.1989,0.82,0.8011,0.0929,0.0605,0.0052,0.0403,16.0,0.0,1,0,187.0,0.399,0.0,0.0,13.3,0,0,0.26,0.28,0.28125,1,0.188178996378686,5
2015-01-10_OO6237,2015-01-10,OO,DEN,FSD,14:28,14,3.5,0,0,-11.0,0.1987,0.82,0.8013,0.0918,0.0459,0.0238,0.0373,3.0,,0,0,,0.39,0.0,0.0,13.0,0,0,0.22,0.25,0.4074074074074074,0,0.11174340403517848,5
2015-01-11_OO4478,2015-01-11,OO,ORD,SLC,07:50,7,4.3,0,0,-1.0,0.1987,0.82,0.8013,0.0316,0.0967,0.0183,0.0521,50.0,,1,0,,0.7769999999999999,0.0,0.0,25.9,0,0,0.14,0.29,0.6590909090909091,0,0.0535546801725755,6
2015-01-11_WN2248,2015-01-11,WN,DEN,MKE,10:20,10,5.9,0,0,-1.0,0.1983,0.82,0.8017,0.1086,0.0398,0.0245,0.0255,130.0,,1,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.2,0.19,0.4722222222222222,0,0.6835230212105535,6
2015-01-11_UA740,2015-01-11,UA,DEN,MSY,10:01,10,4.9,0,0,12.0,0.1981,0.82,0.8019,0.0928,0.0522,0.0186,0.0345,-5.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.14,0.33,0.44,0,0.6835230212105535,6
2015-01-11_OO5393,2015-01-11,OO,ORD,FWA,13:10,13,6.4,0,0,-6.0,0.1977,0.82,0.8023,0.0933,0.0596,0.0089,0.0358,-23.0,0.0,0,0,167.0,0.798,0.0,0.0,26.6,0,0,0.12,0.25,0.46511627906976744,0,0.916619771149878,6
2015-01-11_OO5196,2015-01-11,OO,DEN,MSN,09:55,9,4.2,0,0,11.0,0.1975,0.82,0.8025,0.0696,0.0752,0.0166,0.0361,30.0,,1,0,,0.5069999999999999,0.0,0.0,16.9,0,0,0.12,0.27,0.375,0,0.13954992240041386,6
2015-01-11_WN1709,2015-01-11,WN,DEN,BNA,10:20,10,4.4,0,0,7.0,0.1973,0.82,0.8027,0.1043,0.0554,0.0069,0.0308,-9.0,,0,0,,0.46499999999999997,0.0,0.0,15.5,0,0,0.2,0.19,0.37142857142857144,0,0.6835230212105535,6
2015-01-10_UA733,2015-01-10,UA,DEN,SFO,14:37,14,4.6,0,0,10.0,0.1972,0.82,0.8028,0.1303,0.0258,0.0071,0.034,2.0,0.0,0,0,50.0,0.39,0.0,0.0,13.0,0,0,0.2,0.39,0.42,0,0.11174340403517848,5
2015-01-11_UA490,2015-01-11,UA,DEN,IAH,12:37,12,5.8,0,1,22.0,0.1969,0.82,0.8031,0.0833,0.0675,0.0091,0.037,-13.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.18,0.23,0.3,0,0.5565183652353854,6
2015-01-11_EV5954,2015-01-11,EV,ORD,CID,15:27,15,6.0,0,0,-2.0,0.1966,0.82,0.8034,0.1378,0.0304,0.0059,0.0224,-16.0,0.0,0,0,142.0,0.6599999999999999,0.0,0.0,22.0,0,0,0.26,0.25,0.48,0,0.6468767585818795,6
2015-01-10_OO6201,2015-01-10,OO,DEN,AUS,15:40,15,4.9,0,0,3.0,0.1964,0.82,0.8036,0.0827,0.0693,0.0116,0.0327,-12.0,0.0,0,0,188.0,0.324,0.0,0.0,10.8,0,0,0.22,0.25,0.5238095238095238,0,0.36277806518365235,5
