flight_id,date,carrier,origin,dest,sched_dep_local,dep_hour,predicted_delay_min,predicted_delay_bucket,actual_delay_bucket,dep_delay_min,delay_risk,risk_threshold_used,prob_on_time,prob_15_30_min,prob_30_60_min,prob_60_90_min,prob_90plus_min,prev_arr_delay_min,inbound_delay_after_buffer_min,had_late_inbound,tight_turnaround,turnaround_buffer_min,weather_severity_score,snowfall_cm,precip_mm,wind_gust_kmh,is_fog_code,is_thunderstorm_code,origin_recent_delay_rate,carrier_recent_delay_rate,route_recent_delay_rate,is_evening_bank,origin_hour_congestion_pctile,date_ordinal
2015-01-10_MQ3061,2015-01-10,MQ,ORD,AZO,14:15,14,11.0,0,1,16.0,0.4608,0.82,0.5392,0.0785,0.2294,0.0303,0.1226,204.0,,1,0,,1.101,0.0,0.0,36.7,0,0,0.24,0.4,0.5714285714285714,0,0.027762145938848248,5
2015-01-11_MQ3605,2015-01-11,MQ,ORD,FWA,16:15,16,9.8,0,1,19.0,0.4604,0.82,0.5396,0.1419,0.1563,0.0129,0.1493,-10.0,0.0,0,0,177.0,0.6269999999999999,0.0,0.0,20.9,0,0,0.2,0.2,0.45454545454545453,1,0.5639654848996436,6
2015-01-10_WN4348,2015-01-10,WN,DEN,MDW,19:55,19,6.9,0,0,1.0,0.4604,0.82,0.5396,0.2025,0.1603,0.0333,0.0644,119.0,,1,0,,0.444,0.0,0.0,14.8,0,0,0.26,0.2,0.3829787234042553,1,0.11174340403517848,5
2015-01-11_WN226,2015-01-11,WN,DEN,MDW,17:50,17,6.6,0,4,134.0,0.4598,0.82,0.5402,0.0739,0.1157,0.2425,0.0277,0.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.5,0.19,0.36,1,0.37558199689601657,6
2015-01-10_OO5239,2015-01-10,OO,ORD,ASE,15:45,15,7.5,0,0,1.0,0.4598,0.82,0.5402,0.2025,0.1279,0.067,0.0623,0.0,0.0,0,0,168.0,1.059,0.0,0.0,35.3,0,0,0.46,0.25,0.5789473684210527,0,0.2893453385856312,5
2015-01-11_WN1980,2015-01-11,WN,DEN,AUS,20:55,20,6.5,0,0,-4.0,0.4589,0.82,0.5411,0.2319,0.1394,0.0577,0.0299,0.0,,0,0,,0.204,0.0,0.0,6.8,0,0,0.56,0.4,0.48,1,0.06660631143300569,6
2015-01-10_OO6486,2015-01-10,OO,DEN,CPR,15:31,15,8.7,0,0,-5.0,0.4588,0.82,0.5412,0.1452,0.1505,0.1026,0.0604,54.0,0.0,1,0,197.0,0.324,0.0,0.0,10.8,0,0,0.22,0.26,0.47368421052631576,0,0.36277806518365235,5
2015-01-10_UA565,2015-01-10,UA,ORD,LAS,18:00,18,10.5,0,0,8.0,0.4582,0.82,0.5418,0.2563,0.1562,0.0185,0.0272,-19.0,0.0,0,0,283.0,1.026,0.0,0.0,34.2,0,0,0.44,0.44,0.66,1,0.5639654848996436,5
2015-01-11_WN2295,2015-01-11,WN,DEN,BWI,19:25,19,9.0,0,2,46.0,0.4582,0.82,0.5418,0.155,0.2044,0.0685,0.0303,26.0,,1,0,,0.183,0.0,0.0,6.1,0,0,0.52,0.32,0.42424242424242425,1,0.9094671495085359,6
2015-01-10_UA574,2015-01-10,UA,ORD,RIC,19:35,19,14.6,0,1,20.0,0.458,0.82,0.542,0.1805,0.1653,0.0265,0.0858,16.0,0.0,1,0,416.0,1.038,0.0,0.0,34.6,0,0,0.58,0.4,0.5666666666666667,1,0.17792159069592947,5
2015-01-11_MQ3048,2015-01-11,MQ,ORD,CMI,17:00,17,12.9,0,2,40.0,0.4577,0.82,0.5423,0.1437,0.0677,0.042,0.2042,0.0,0.0,0,1,24.0,0.582,0.0,0.0,19.4,0,0,0.34,0.22,0.6111111111111112,1,0.6072969424123054,6
2015-01-10_AA2349,2015-01-10,AA,ORD,DFW,18:45,18,9.5,0,3,68.0,0.4566,0.82,0.5434,0.2004,0.1562,0.0405,0.0595,9.0,0.0,0,0,310.0,1.026,0.0,0.0,34.2,0,0,0.6,0.41,0.54,1,0.5639654848996436,5
2015-01-11_AA1559,2015-01-11,AA,ORD,MIA,18:55,18,13.6,0,0,10.0,0.4556,0.82,0.5444,0.1476,0.1692,0.0572,0.0816,0.0,,0,0,,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.31,0.44,1,0.8659726130181955,6
2015-01-11_AA93,2015-01-11,AA,ORD,SAN,17:20,17,11.6,0,0,10.0,0.4553,0.82,0.5447,0.1431,0.1257,0.0783,0.1082,64.0,,1,0,,0.582,0.0,0.0,19.4,0,0,0.46,0.16,0.5675675675675675,1,0.6072969424123054,6
2015-01-10_AA346,2015-01-10,AA,ORD,LGA,19:55,19,9.9,0,0,7.0,0.4547,0.82,0.5453,0.2065,0.1428,0.0475,0.0579,19.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.46,0.43,0.56,1,0.17792159069592947,5
2015-01-11_WN4838,2015-01-11,WN,DEN,BWI,15:55,15,5.7,0,0,-3.0,0.4546,0.82,0.5454,0.1423,0.2325,0.0373,0.0425,-19.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.5,0.17,0.4375,0,0.6117434040351785,6
2015-01-11_WN4371,2015-01-11,WN,DEN,HOU,15:50,15,6.0,0,1,15.0,0.4544,0.82,0.5456,0.2407,0.072,0.1041,0.0376,3.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.44,0.16,0.4,0,0.6117434040351785,6
2015-01-11_OO5231,2015-01-11,OO,DEN,SLC,15:35,15,7.0,0,0,13.0,0.4541,0.82,0.5459,0.2101,0.1175,0.026,0.1005,29.0,0.0,1,0,167.0,0.162,0.0,0.0,5.4,0,0,0.36,0.26,0.24,0,0.6117434040351785,6
2015-01-10_AA1559,2015-01-10,AA,ORD,MIA,18:55,18,9.2,0,2,37.0,0.4533,0.82,0.5467,0.1421,0.2531,0.0221,0.0359,-10.0,0.0,0,0,210.0,1.026,0.0,0.0,34.2,0,0,0.6,0.41,0.48,1,0.5639654848996436,5
2015-01-11_UA1228,2015-01-11,UA,DEN,PDX,15:26,15,6.9,0,1,28.0,0.4512,0.82,0.5488,0.1793,0.1243,0.084,0.0635,20.0,,1,0,,0.162,0.0,0.0,5.4,0,0,0.34,0.28,0.6,0,0.6117434040351785,6
2015-01-11_MQ3087,2015-01-11,MQ,ORD,XNA,15:00,15,11.0,0,0,6.0,0.4506,0.82,0.5494,0.2065,0.0803,0.0219,0.1418,-4.0,0.0,0,0,191.0,0.6599999999999999,0.0,0.0,22.0,0,0,0.28,0.18,0.5348837209302325,0,0.6468767585818795,6
2015-01-10_NK720,2015-01-10,NK,DEN,DFW,20:55,20,7.4,0,4,96.0,0.4504,0.82,0.5496,0.1164,0.161,0.0401,0.1329,126.0,,1,0,,0.519,0.0,0.0,17.3,0,0,0.16,0.51,0.34,1,0.11174340403517848,5
2015-01-11_UA1045,2015-01-11,UA,DEN,SAT,19:55,19,10.3,0,2,43.0,0.4502,0.82,0.5498,0.1496,0.1842,0.089,0.0273,7.0,,0,0,,0.183,0.0,0.0,6.1,0,0,0.6,0.63,0.28125,1,0.9094671495085359,6
2015-01-11_WN602,2015-01-11,WN,DEN,SNA,18:45,18,7.8,0,1,17.0,0.45,0.82,0.55,0.2263,0.1259,0.0873,0.0106,13.0,,0,0,,0.174,0.0,0.0,5.8,0,0,0.64,0.29,0.28,1,0.539187790998448,6
2015-01-11_WN349,2015-01-11,WN,DEN,SLC,11:25,11,6.3,0,0,-4.0,0.4499,0.82,0.5501,0.2107,0.0546,0.1589,0.0256,53.0,,1,0,,0.378,0.0,0.0,12.6,0,0,0.36,0.19,0.24,0,0.6835230212105535,6
2015-01-11_MQ3126,2015-01-11,MQ,ORD,EVV,13:10,13,10.1,0,2,33.0,0.4493,0.82,0.5507,0.1092,0.164,0.0337,0.1425,0.0,,0,0,,0.798,0.0,0.0,26.6,0,0,0.1,0.22,0.5833333333333334,0,0.916619771149878,6
2015-01-10_WN4319,2015-01-10,WN,DEN,PHX,16:45,16,8.1,0,0,6.0,0.4492,0.82,0.5508,0.1714,0.0567,0.0302,0.1909,71.0,,1,0,,0.399,0.0,0.0,13.3,0,0,0.3,0.15,0.28,1,0.188178996378686,5
2015-01-11_UA1084,2015-01-11,UA,ORD,EWR,16:02,16,14.5,0,0,12.0,0.4492,0.82,0.5508,0.1453,0.1551,0.0338,0.1149,197.0,,1,0,,0.6269999999999999,0.0,0.0,20.9,0,0,0.24,0.35,0.62,1,0.5639654848996436,6
2015-01-11_UA1255,2015-01-11,UA,ORD,SFO,13:05,13,9.3,0,0,-1.0,0.4488,0.82,0.5512,0.1515,0.1364,0.0239,0.137,18.0,,1,0,,0.798,0.0,0.0,26.6,0,0,0.12,0.23,0.72,0,0.916619771149878,6
2015-01-10_OO4987,2015-01-10,OO,ORD,MSY,15:31,15,8.7,0,2,42.0,0.4487,0.82,0.5513,0.1915,0.1567,0.045,0.0556,24.0,,1,0,,1.059,0.0,0.0,35.3,0,0,0.48,0.25,0.55,0,0.2893453385856312,5
2015-01-11_F91067,2015-01-11,F9,ORD,DEN,13:55,13,9.8,0,4,146.0,0.4487,0.82,0.5513,0.0836,0.1492,0.0179,0.1981,139.0,0.0,1,0,235.0,0.798,0.0,0.0,26.6,0,0,0.26,0.32,0.48,0,0.916619771149878,6
2015-01-10_OO6229,2015-01-10,OO,ORD,SLC,15:15,15,7.8,0,0,9.0,0.4486,0.82,0.5514,0.1579,0.1401,0.0624,0.0881,-5.0,,0,0,,1.059,0.0,0.0,35.3,0,0,0.48,0.26,0.6829268292682927,0,0.2893453385856312,5
2015-01-10_AA1687,2015-01-10,AA,ORD,FLL,17:20,17,8.5,0,2,30.0,0.4481,0.82,0.5519,0.1855,0.1407,0.0317,0.0901,17.0,,1,0,,0.972,0.0,0.0,32.4,0,0,0.42,0.33,0.425531914893617,1,0.03442130932282874,5
2015-01-11_AA1570,2015-01-11,AA,ORD,LAS,15:55,15,6.8,0,0,-2.0,0.4473,0.82,0.5527,0.2249,0.0794,0.0343,0.1088,-2.0,0.0,0,0,167.0,0.6599999999999999,0.0,0.0,22.0,0,0,0.24,0.17,0.58,0,0.6468767585818795,6
2015-01-10_F91285,2015-01-10,F9,ORD,LAS,21:35,21,7.2,0,0,-14.0,0.4471,0.82,0.5529,0.2292,0.131,0.0434,0.0435,9.0,0.0,0,0,275.0,1.08,0.0,0.0,36.0,0,0,0.46,0.39,0.64,0,0.020165072219095855,5
2015-01-11_MQ3613,2015-01-11,MQ,ORD,ATL,10:00,10,8.1,0,0,0.0,0.4471,0.82,0.5529,0.3333,0.06,0.0217,0.0321,8.0,,0,0,,0.714,0.0,0.0,23.8,0,0,0.14,0.36,0.44,0,0.21403113862314763,6
2015-01-11_AA1401,2015-01-11,AA,ORD,MIA,16:30,16,9.9,0,0,-6.0,0.4462,0.82,0.5538,0.2301,0.1268,0.0305,0.0587,55.0,,1,0,,0.6269999999999999,0.0,0.0,20.9,0,0,0.26,0.17,0.46,1,0.5639654848996436,6
2015-01-11_EV3940,2015-01-11,EV,ORD,RIC,13:10,13,9.7,0,1,23.0,0.4447,0.82,0.5553,0.197,0.1219,0.0251,0.1007,45.0,0.0,1,0,145.0,0.798,0.0,0.0,26.6,0,0,0.12,0.24,0.5454545454545454,0,0.916619771149878,6
2015-01-11_NK968,2015-01-11,NK,ORD,BWI,21:04,21,24.8,0,3,83.0,0.4432,0.82,0.5568,0.0877,0.0808,0.0522,0.2225,18.0,0.0,1,0,453.0,1.4609999999999999,0.21,0.3,16.2,0,0,0.48,0.45,0.5641025641025641,0,0.17792159069592947,6
2015-01-10_UA1211,2015-01-10,UA,ORD,LGA,16:04,16,9.8,0,2,45.0,0.4431,0.82,0.5569,0.1782,0.1428,0.0564,0.0658,-3.0,,0,0,,1.038,0.0,0.0,34.6,0,0,0.4,0.43,0.58,1,0.31804539486025135,5
2015-01-11_UA1106,2015-01-11,UA,ORD,PHX,12:07,12,6.8,0,0,0.0,0.4427,0.82,0.5573,0.1887,0.1633,0.0354,0.0554,34.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.18,0.27,0.44,0,0.30547739636090787,6
2015-01-10_EV3944,2015-01-10,EV,ORD,GSP,13:20,13,10.1,0,0,-2.0,0.4424,0.82,0.5576,0.2476,0.1013,0.0257,0.0678,46.0,,1,0,,1.176,0.0,0.0,39.2,0,0,0.3,0.38,,0,0.8181391858938285,5
2015-01-10_MQ3020,2015-01-10,MQ,ORD,CLE,13:23,13,11.7,0,0,0.0,0.4424,0.82,0.5576,0.0893,0.2006,0.0301,0.1224,25.0,0.0,1,0,190.0,1.176,0.0,0.0,39.2,0,0,0.26,0.41,0.58,0,0.8181391858938285,5
2015-01-11_UA371,2015-01-11,UA,ORD,SEA,17:44,17,10.1,0,1,27.0,0.4422,0.82,0.5578,0.1339,0.1633,0.0698,0.0752,11.0,0.0,0,0,340.0,0.582,0.0,0.0,19.4,0,0,0.48,0.37,0.6,1,0.6072969424123054,6
2015-01-10_EV6125,2015-01-10,EV,ORD,GRB,20:00,20,10.3,0,0,-1.0,0.4411,0.82,0.5589,0.2127,0.1457,0.0371,0.0456,39.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.44,0.2,0.5,1,0.06706058900769087,5
2015-01-10_OO5483,2015-01-10,OO,DEN,SLC,18:56,18,7.7,0,0,-6.0,0.439,0.82,0.561,0.2535,0.1084,0.0222,0.0549,35.0,0.0,1,0,358.0,0.45299999999999996,0.0,0.0,15.1,0,0,0.24,0.27,0.26,1,0.4905587170201759,5
2015-01-11_AA55,2015-01-11,AA,ORD,LAS,18:45,18,12.8,0,0,13.0,0.439,0.82,0.561,0.0996,0.2127,0.0316,0.095,-11.0,0.0,0,0,465.0,0.6940000000000001,0.07,0.0,17.3,0,0,0.66,0.27,0.58,1,0.8659726130181955,6
2015-01-10_OO6258,2015-01-10,OO,ORD,FSD,18:10,18,12.1,0,3,73.0,0.4386,0.82,0.5614,0.2112,0.0796,0.0595,0.0883,18.0,,1,0,,1.026,0.0,0.0,34.2,0,0,0.56,0.27,0.43243243243243246,1,0.5639654848996436,5
2015-01-10_OO5495,2015-01-10,OO,ORD,SAT,18:00,18,9.7,0,0,7.0,0.4386,0.82,0.5614,0.1537,0.1836,0.0399,0.0614,2.0,0.0,0,0,371.0,1.026,0.0,0.0,34.2,0,0,0.48,0.27,0.5882352941176471,1,0.5639654848996436,5
2015-01-11_UA1731,2015-01-11,UA,ORD,DEN,16:59,16,9.4,0,4,92.0,0.4384,0.82,0.5616,0.1672,0.1205,0.022,0.1287,7.0,,0,0,,0.6269999999999999,0.0,0.0,20.9,0,0,0.26,0.34,0.5,1,0.5639654848996436,6
2015-01-10_EV6026,2015-01-10,EV,ORD,SCE,20:00,20,8.0,0,0,-3.0,0.4384,0.82,0.5616,0.1459,0.1218,0.0459,0.1248,0.0,,0,0,,1.038,0.0,0.0,34.6,0,0,0.42,0.19,0.5454545454545454,1,0.06706058900769087,5
2015-01-11_OO5449,2015-01-11,OO,DEN,RKS,12:55,12,7.2,0,0,-12.0,0.4379,0.82,0.5621,0.0704,0.3025,0.0305,0.0345,71.0,0.0,1,0,247.0,0.22799999999999998,0.0,0.0,7.6,0,0,0.14,0.26,0.25,0,0.5565183652353854,6
2015-01-11_WN137,2015-01-11,WN,DEN,STL,19:35,19,7.9,0,0,5.0,0.437,0.82,0.563,0.1962,0.1238,0.0829,0.0342,3.0,,0,0,,0.183,0.0,0.0,6.1,0,0,0.58,0.38,0.35294117647058826,1,0.9094671495085359,6
2015-01-10_UA1177,2015-01-10,UA,DEN,SMF,18:59,18,6.7,0,0,8.0,0.437,0.82,0.563,0.2362,0.1229,0.0242,0.0537,0.0,,0,0,,0.45299999999999996,0.0,0.0,15.1,0,0,0.24,0.42,0.6944444444444444,1,0.4905587170201759,5
2015-01-11_WN4457,2015-01-11,WN,DEN,MDW,11:55,11,5.8,0,0,14.0,0.4365,0.82,0.5635,0.1634,0.1069,0.1366,0.0296,25.0,,1,0,,0.378,0.0,0.0,12.6,0,0,0.38,0.17,0.36,0,0.6835230212105535,6
2015-01-10_UA1177,2015-01-10,UA,ORD,DEN,15:00,15,9.4,0,2,33.0,0.436,0.82,0.564,0.1367,0.1807,0.05,0.0687,-11.0,0.0,0,0,77.0,1.059,0.0,0.0,35.3,0,0,0.38,0.39,0.62,0,0.2893453385856312,5
2015-01-10_UA463,2015-01-10,UA,ORD,MIA,13:15,13,10.4,0,0,12.0,0.4355,0.82,0.5645,0.1885,0.1556,0.0261,0.0654,30.0,,1,0,,1.176,0.0,0.0,39.2,0,0,0.26,0.38,0.56,0,0.8181391858938285,5
2015-01-11_AA197,2015-01-11,AA,ORD,SFO,13:55,13,9.6,0,1,19.0,0.4353,0.82,0.5647,0.1045,0.2162,0.0251,0.0895,154.0,,1,0,,0.798,0.0,0.0,26.6,0,0,0.28,0.27,0.72,0,0.916619771149878,6
2015-01-11_WN1701,2015-01-11,WN,DEN,ATL,15:05,15,5.4,0,0,3.0,0.4353,0.82,0.5647,0.2505,0.0954,0.0607,0.0288,0.0,,0,0,,0.162,0.0,0.0,5.4,0,0,0.28,0.16,0.26,0,0.6117434040351785,6
2015-01-11_WN1181,2015-01-11,WN,DEN,SMF,12:05,12,6.4,0,0,1.0,0.435,0.82,0.565,0.2725,0.0672,0.0478,0.0476,20.0,,1,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.34,0.18,0.6666666666666666,0,0.5565183652353854,6
2015-01-11_WN161,2015-01-11,WN,DEN,DAY,11:35,11,5.2,0,0,-2.0,0.4342,0.82,0.5658,0.1837,0.1799,0.055,0.0155,-17.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.38,0.17,0.36363636363636365,0,0.6835230212105535,6
2015-01-11_MQ3228,2015-01-11,MQ,ORD,LSE,12:35,12,11.7,0,0,-3.0,0.4337,0.82,0.5663,0.1317,0.1643,0.0518,0.0859,209.0,,1,0,,0.768,0.0,0.0,25.6,0,0,0.16,0.24,0.6,0,0.30547739636090787,6
2015-01-11_AA156,2015-01-11,AA,ORD,SAN,21:25,21,23.1,0,4,98.0,0.4328,0.82,0.5672,0.0817,0.1003,0.1103,0.1405,-27.0,0.0,0,0,458.0,1.4609999999999999,0.21,0.3,16.2,0,0,0.54,0.47,0.5526315789473685,0,0.17792159069592947,6
2015-01-10_WN3949,2015-01-10,WN,DEN,AUS,17:15,17,7.7,0,0,4.0,0.4324,0.82,0.5676,0.2055,0.1378,0.0332,0.0559,113.0,,1,0,,0.432,0.0,0.0,14.4,0,0,0.3,0.15,0.5227272727272727,1,0.20382824624935333,5
2015-01-11_UA1061,2015-01-11,UA,DEN,SNA,19:06,19,9.5,0,0,4.0,0.4324,0.82,0.5676,0.1815,0.1603,0.0798,0.0108,-2.0,0.0,0,0,193.0,0.183,0.0,0.0,6.1,0,0,0.56,0.57,0.28,1,0.9094671495085359,6
2015-01-10_WN2768,2015-01-10,WN,DEN,LAX,16:35,16,7.8,0,0,0.0,0.4321,0.82,0.5679,0.2324,0.0727,0.0435,0.0836,28.0,,1,0,,0.399,0.0,0.0,13.3,0,0,0.28,0.17,0.48,1,0.188178996378686,5
2015-01-10_WN3613,2015-01-10,WN,DEN,MDW,15:55,15,5.1,0,0,-2.0,0.4315,0.82,0.5685,0.1822,0.1546,0.0381,0.0565,0.0,,0,0,,0.324,0.0,0.0,10.8,0,0,0.26,0.19,0.391304347826087,0,0.36277806518365235,5
2015-01-10_MQ2941,2015-01-10,MQ,ORD,DAY,13:05,13,10.5,0,0,-6.0,0.431,0.82,0.569,0.1637,0.1728,0.0377,0.0569,7.0,0.0,0,0,130.0,1.176,0.0,0.0,39.2,0,0,0.3,0.42,0.6,0,0.8181391858938285,5
2015-01-10_AA1142,2015-01-10,AA,ORD,CLT,18:00,18,8.0,0,2,51.0,0.4307,0.82,0.5693,0.2234,0.1288,0.0329,0.0456,11.0,0.0,0,0,239.0,1.026,0.0,0.0,34.2,0,0,0.42,0.38,0.34,1,0.5639654848996436,5
2015-01-11_MQ3100,2015-01-11,MQ,ORD,MSN,15:00,15,13.0,0,2,37.0,0.4297,0.82,0.5703,0.2379,0.0589,0.023,0.1098,16.0,0.0,1,0,127.0,0.6599999999999999,0.0,0.0,22.0,0,0,0.24,0.17,0.4,0,0.6468767585818795,6
2015-01-11_EV6038,2015-01-11,EV,ORD,CLT,21:05,21,23.2,0,2,32.0,0.4294,0.82,0.5706,0.0573,0.1081,0.0478,0.2161,-2.0,,0,0,,1.4609999999999999,0.21,0.3,16.2,0,0,0.5,0.34,0.34,0,0.17792159069592947,6
2015-01-10_OO5351,2015-01-10,OO,ORD,CMX,18:00,18,8.6,0,2,39.0,0.4285,0.82,0.5715,0.2108,0.1545,0.0342,0.0291,-12.0,0.0,0,0,170.0,1.026,0.0,0.0,34.2,0,0,0.48,0.27,0.2727272727272727,1,0.5639654848996436,5
2015-01-10_DL1877,2015-01-10,DL,ORD,ATL,16:45,16,9.3,0,0,-9.0,0.4281,0.82,0.5719,0.1915,0.1056,0.0505,0.0805,102.0,,1,0,,1.038,0.0,0.0,34.6,0,0,0.38,0.24,0.48,1,0.31804539486025135,5
2015-01-11_WN2345,2015-01-11,WN,DEN,PHX,20:00,20,5.9,0,0,-2.0,0.4276,0.82,0.5724,0.2326,0.1198,0.0417,0.0335,-16.0,,0,0,,0.204,0.0,0.0,6.8,0,0,0.58,0.38,0.2,1,0.06660631143300569,6
2015-01-10_EV4585,2015-01-10,EV,ORD,TVC,13:20,13,10.8,0,0,7.0,0.4275,0.82,0.5725,0.1307,0.1559,0.0649,0.076,100.0,,1,0,,1.176,0.0,0.0,39.2,0,0,0.3,0.39,0.5384615384615384,0,0.8181391858938285,5
2015-01-11_AA2382,2015-01-11,AA,ORD,DFW,22:20,22,10.8,0,2,44.0,0.4275,0.82,0.5725,0.2028,0.0802,0.0865,0.058,32.0,0.0,1,0,310.0,0.799,0.07,0.1,15.8,0,0,0.58,0.48,0.5,0,0.004220596510973551,6
2015-01-11_WN4333,2015-01-11,WN,DEN,PDX,12:05,12,5.9,0,0,1.0,0.4273,0.82,0.5727,0.2507,0.071,0.0412,0.0643,-6.0,,0,0,,0.22799999999999998,0.0,0.0,7.6,0,0,0.34,0.16,0.6,0,0.5565183652353854,6
2015-01-11_AA1612,2015-01-11,AA,ORD,BOS,15:55,15,9.0,0,0,-4.0,0.4271,0.82,0.5729,0.2496,0.0873,0.0226,0.0676,25.0,,1,0,,0.6599999999999999,0.0,0.0,22.0,0,0,0.28,0.18,0.64,0,0.6468767585818795,6
2015-01-11_WN3473,2015-01-11,WN,DEN,DTW,19:30,19,7.7,0,4,141.0,0.4258,0.82,0.5742,0.1551,0.2187,0.0343,0.0176,4.0,0.0,0,0,305.0,0.183,0.0,0.0,6.1,0,0,0.52,0.35,0.38095238095238093,1,0.9094671495085359,6
2015-01-10_UA606,2015-01-10,UA,ORD,OMA,20:15,20,9.3,0,1,15.0,0.4257,0.82,0.5743,0.1455,0.1585,0.0799,0.0419,-1.0,0.0,0,0,303.0,1.038,0.0,0.0,34.6,0,0,0.42,0.42,0.6060606060606061,1,0.06706058900769087,5
2015-01-11_UA1179,2015-01-11,UA,ORD,IAH,17:35,17,10.3,0,0,7.0,0.4255,0.82,0.5745,0.1561,0.1658,0.0552,0.0484,-1.0,0.0,0,0,250.0,0.582,0.0,0.0,19.4,0,0,0.5,0.37,0.66,1,0.6072969424123054,6
2015-01-11_EV6102,2015-01-11,EV,DEN,IAH,22:00,22,6.9,0,0,3.0,0.4251,0.82,0.5749,0.1576,0.0828,0.1258,0.0589,188.0,,1,0,,0.7030000000000001,0.07,0.0,17.6,0,0,0.36,0.34,0.42,0,0.031427832384893946,6
2015-01-11_MQ3601,2015-01-11,MQ,ORD,TVC,14:20,14,8.5,0,1,24.0,0.4249,0.82,0.5751,0.1091,0.2017,0.0214,0.0927,0.0,,0,0,,0.7769999999999999,0.0,0.0,25.9,0,0,0.26,0.18,0.46875,0,0.10307634590133183,6
2015-01-10_AA1617,2015-01-10,AA,ORD,LAX,19:15,19,8.5,0,0,3.0,0.4249,0.82,0.5751,0.224,0.102,0.0571,0.0418,-25.0,0.0,0,0,474.0,1.038,0.0,0.0,34.6,0,0,0.56,0.42,0.64,1,0.17792159069592947,5
2015-01-10_MQ3649,2015-01-10,MQ,ORD,DSM,14:45,14,11.6,0,1,19.0,0.4245,0.82,0.5755,0.0501,0.1949,0.0495,0.13,94.0,0.0,1,0,189.0,1.101,0.0,0.0,36.7,0,0,0.3,0.41,0.44,0,0.027762145938848248,5
2015-01-11_UA597,2015-01-11,UA,ORD,CLE,15:39,15,12.0,0,0,5.0,0.4236,0.82,0.5764,0.0953,0.159,0.0532,0.116,51.0,,1,0,,0.6599999999999999,0.0,0.0,22.0,0,0,0.26,0.3,0.52,0,0.6468767585818795,6
2015-01-11_WN2265,2015-01-11,WN,DEN,EWR,14:30,14,5.0,0,4,91.0,0.4234,0.82,0.5766,0.129,0.1288,0.0649,0.1007,-9.0,,0,0,,0.325,0.07,0.0,5.0,0,0,0.22,0.15,0.5208333333333334,0,0.28854112778065183,6
2015-01-10_AA2271,2015-01-10,AA,ORD,LAX,17:40,17,6.7,0,1,29.0,0.4231,0.82,0.5769,0.1286,0.1053,0.0951,0.0941,-11.0,0.0,0,0,398.0,0.972,0.0,0.0,32.4,0,0,0.42,0.36,0.62,1,0.03442130932282874,5
2015-01-10_AA350,2015-01-10,AA,ORD,LGA,17:50,17,7.3,0,2,45.0,0.4228,0.82,0.5772,0.1328,0.1525,0.0746,0.063,11.0,0.0,0,0,204.0,0.972,0.0,0.0,32.4,0,0,0.42,0.37,0.56,1,0.03442130932282874,5
2015-01-11_F9407,2015-01-11,F9,DEN,LAX,17:20,17,6.2,0,0,-6.0,0.4225,0.82,0.5775,0.1336,0.1404,0.1046,0.0439,24.0,,1,0,,0.162,0.0,0.0,5.4,0,0,0.54,0.33,0.36,1,0.37558199689601657,6
2015-01-11_AA2267,2015-01-11,AA,ORD,DCA,17:20,17,10.1,0,2,45.0,0.4223,0.82,0.5777,0.2161,0.0841,0.0599,0.0622,22.0,,1,0,,0.582,0.0,0.0,19.4,0,0,0.46,0.15,0.6,1,0.6072969424123054,6
2015-01-10_OO6488,2015-01-10,OO,DEN,ASE,15:57,15,7.8,0,0,-3.0,0.422,0.82,0.578,0.2309,0.1479,0.0156,0.0277,36.0,0.0,1,0,246.0,0.324,0.0,0.0,10.8,0,0,0.26,0.25,0.42857142857142855,0,0.36277806518365235,5
2015-01-11_UA1041,2015-01-11,UA,ORD,CLE,16:30,16,13.3,0,1,21.0,0.4219,0.82,0.5781,0.0818,0.1644,0.0524,0.1232,105.0,,1,0,,0.6269999999999999,0.0,0.0,20.9,0,0,0.26,0.34,0.5,1,0.5639654848996436,6
2015-01-11_WN1803,2015-01-11,WN,DEN,MCO,11:45,11,5.3,0,0,-3.0,0.4219,0.82,0.5781,0.2253,0.0884,0.0739,0.0343,0.0,,0,0,,0.378,0.0,0.0,12.6,0,0,0.38,0.17,0.4,0,0.6835230212105535,6
2015-01-11_EV4737,2015-01-11,EV,ORD,CLE,17:15,17,10.8,0,1,15.0,0.4216,0.82,0.5784,0.0677,0.1307,0.1427,0.0805,53.0,,1,0,,0.582,0.0,0.0,19.4,0,0,0.42,0.27,0.52,1,0.6072969424123054,6
2015-01-10_EV4533,2015-01-10,EV,ORD,DSM,18:00,18,13.7,0,0,14.0,0.4215,0.82,0.5785,0.1449,0.1102,0.0914,0.075,74.0,,1,0,,1.026,0.0,0.0,34.2,0,0,0.46,0.18,0.44,1,0.5639654848996436,5
